numero_de_inscripcion|numero_de_inscripcion_antiguo|seccion|nombre|nombre_generico|fecha_de_inscripcion|tipo_de_entidad|confesion|subconfesion|ambito|domicilio|poblacion|provincia|codigo_postal|comunidad_autonoma|correo_electonico|web|representantes_legales|federaciones
000115|40-SE/F|Sección Especial (Fundaciones)|FUNDACIÓ INSTITUT PERE TARRÉS D`EDUCACIÓ EN L`ESPLAI||19870910|FUNDACIÓN||||NUMANCIA, 149-151|BARCELONA|BARCELONA|00000|CATALUÑA|||Antoni MILLET ABBAD,Antoni DONADEU FARNES,Begoña ROMAN MAESTRE,Enric CROUS MILLET,Enric PUIG JOFRA,Joan MARQUES CALAFAT,Manel BERNADES EROLES,Montserrat ROS SERRA,Nuria BASI I MORE,Pere RIFA PUJOL|
000553|199-SE/F|Sección Especial (Fundaciones)|FUNDACIÓ JESUÏTES EDUCACIÓ||20000707|FUNDACIÓN||||ROGER DE LLÚRIA, 13|BARCELONA|BARCELONA|00000|CATALUÑA|||Carles RIERA MONTSERRAT,Esteban Mogas Sibina,IGNASI VILA DESPUJOL,JESUS RENAU MANEN RENAU MANEN,JOSÉ MIGUEL COLINAA IZAL,Josep Francesc MARIA SERRANO,José Eduardo MILA MALLAFRE,Llorenç PUIG PUIG,María Josefa Galobart Portella,Montserrat PUJOL TORRENT,PERE BORRAS DURAN|
000598|215-SE/F|Sección Especial (Fundaciones)|FUNDACIÓN DIOCESANA PARA LAS COMUNICACIONES SOCIALES "FUNDICES"||20010910|FUNDACIÓN||||PALAU, 2|VALENCIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||ALVARO ALMENAR PICALLO,ANTONIO CAÑIZARES LLOVERA,FRANCISCO  PASTOR ALCOY,JOSE MARIA GUINART FERNANDEZ,LUIS MARIA AGUDO CRESPO,VICENTE FONTESTAD PASTOR|
000488|177-SE/F|Sección Especial (Fundaciones)|FUNDACIÓN NUESTRA SEÑORA DE LA ALMUDENA||19990218|FUNDACIÓN||||DIEGO DE  LEON, 22, BAJO|MADRID|MADRID|28006|MADRID|||Antonio ROUCO VARELA|
000298|107-SE/F|Sección Especial (Fundaciones)|HOGAR DE SANTA ANA-MISIONERAS DEL TRABAJO DE VALENCIA||19920925|FUNDACIÓN||||MURO DE SANTA ANA, 2, PTA.7ª y 8ª|VALENCIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||CONCEPCION HERVAS ROSELLO,Maria del Pilar MARTINEZ ESCRIBANO|
000247|89-SE/F|Sección Especial (Fundaciones)|INSTITUTO DIOCESANO DE TEOLOGIA Y PASTORAL / ELIZBARRUTIKO TEOLOGIA ETA PASTORALTZA INSTITUTOA (IDTP)||19901108|FUNDACIÓN||||PLAZA NUEVA, 4. EDIFICIO BARRIA|BILBAO|VIZCAYA|00000|PAIS VASCO|||JAVIER OÑATE LANDA|
000034|10-SE/F|Sección Especial (Fundaciones)|PATRONATO BENEFICO DOCENTE DEL REAL MONASTERIO DE SANTA ISABEL||19860620|FUNDACIÓN||||Rocaberti, 12|BARCELONA|BARCELONA|00000|CATALUÑA|||MIGUEL PALET DOMENECH|
000989|376-SE/F|Sección Especial (Fundaciones)|PATRONATO ESCOLAR DIOCESANO SAN JUAN DE AVILA DE GRANADA||20121221|FUNDACIÓN||||MUSICO VICENTE ZARZO, 2|GRANADA|GRANADA|00000|ANDALUCIA|||CATALINA GARRIDO ROMERO,DOLORES SANCHEZ CORRAL,FRANCISCO-JAVIER MARTINEZ FERNANDEZ,FRANCISCO-JAVIER VILLENA LOPEZ,FRANCISCO-MARCIAL MEDINA CEBALLOS,JOSE-ALBERTO FERNANDEZ PEREZ,JUAN EVANGELISTA MOLERO HITA,LUIS-PEDRO COSTILLO ICIARRA,MANUEL AVILES MARTINEZ,MARIA DEL CARMEN TUSET CASTELLANO,MARIA DEL PILAR SEOANE SANCHEZ,MARIA INMACULADA GUERRERO LOPEZ,MIGUEL ANGEL MORELL PARERA|
000767|278-SE/F|Sección Especial (Fundaciones)|PIA FUNDACION AUTONOMA SANT MARTI DE GIRONA||20060314|FUNDACIÓN||||PLACA DEL VI, 2|GIRONA|GERONA|00000|CATALUÑA|||LLUIS SUÑER ROCA|
000222|80-SE/F|Sección Especial (Fundaciones)|RESIDENCIA DIOCESANA DE ANCIANOS SAN MIGUEL ARCANGEL DE TORTOSA||19900903|FUNDACIÓN||||POETA VICENTE GARCIA, 28-52|TORTOSA|TARRAGONA|00000|CATALUÑA|||AGUSTI CASTELL MAURA,ANTONIO CUNILL PUIG,FRANCISCO VIÑES ALBACAR,JOAQUIN AMARE MORALES,JORDI ROYO BARBERA,JOSE MARIA MEMBRADO BLAS,JOSEP Mª TOMAS I PRATS|
